,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,TIME-TO-EXPIRATION
7245,2024-07-02,2SPX,P,2024-12-20,04235 260,16.2802,504,171
7246,2024-07-02,2SPX,C,2024-12-20,04240 990,1374.063,252,171
7247,2024-07-02,2SPX,P,2024-12-20,04240 990,16.399,252,171
7248,2024-07-02,2SPX,C,2024-12-20,04245 170,1370.071,232,171
7249,2024-07-02,2SPX,P,2024-12-20,04245 170,16.4856,232,171
7250,2024-07-02,2SPX,C,2024-12-20,04246 330,1368.963,251,171
7251,2024-07-02,2SPX,P,2024-12-20,04246 330,16.5097,251,171
7252,2024-07-02,2SPX,C,2024-12-20,04247 660,1367.693,348,171
7253,2024-07-02,2SPX,P,2024-12-20,04247 660,16.5373,348,171
7254,2024-07-02,2SPX,C,2024-12-20,04249 970,1365.487,246,171
7255,2024-07-02,2SPX,P,2024-12-20,04249 970,16.5851,246,171
7256,2024-07-02,2SPX,C,2024-12-20,04254 870,1360.807,496,171
7257,2024-07-02,2SPX,P,2024-12-20,04254 870,16.6868,496,171
7258,2024-07-02,2SPX,C,2024-12-20,04255 420,1360.282,249,171
7259,2024-07-02,2SPX,P,2024-12-20,04255 420,16.6982,249,171
7260,2024-07-02,2SPX,C,2024-12-20,04255 470,1360.234,335,171
7261,2024-07-02,2SPX,P,2024-12-20,04255 470,16.6992,335,171
7262,2024-07-02,2SPX,C,2024-12-20,04258 590,1357.255,63,171
7263,2024-07-02,2SPX,P,2024-12-20,04258 590,16.7639,63,171
7264,2024-07-02,2SPX,C,2024-12-20,04258 750,1357.102,502,171
7265,2024-07-02,2SPX,P,2024-12-20,04258 750,16.7672,502,171
7266,2024-07-02,2SPX,C,2024-12-20,04261 810,1354.18,62,171
7267,2024-07-02,2SPX,P,2024-12-20,04261 810,16.8307,62,171
7268,2024-07-02,2SPX,C,2024-12-20,04267 340,1348.899,124,171
7269,2024-07-02,2SPX,P,2024-12-20,04267 340,16.9454,124,171
7270,2024-07-02,2SPX,C,2024-12-20,04269 170,1347.151,250,171
7271,2024-07-02,2SPX,P,2024-12-20,04269 170,16.9834,250,171
7272,2024-07-02,2SPX,C,2024-12-20,04271 890,1344.554,122,171
7273,2024-07-02,2SPX,P,2024-12-20,04271 890,17.0402,122,171
7274,2024-07-02,2SPX,C,2024-12-20,04274 650,1341.919,369,171
7275,2024-07-02,2SPX,P,2024-12-20,04274 650,17.0979,369,171
7276,2024-07-02,2SPX,C,2024-12-20,04276 700,1339.966,870,171
7277,2024-07-02,2SPX,P,2024-12-20,04276 700,17.1453,870,171
7278,2024-07-02,2SPX,C,2024-12-20,04277 850,1338.871,62,171
7279,2024-07-02,2SPX,P,2024-12-20,04277 850,17.1722,62,171
7280,2024-07-02,2SPX,C,2024-12-20,04277 880,1338.842,62,171
7281,2024-07-02,2SPX,P,2024-12-20,04277 880,17.1729,62,171
7282,2024-07-02,2SPX,C,2024-12-20,04279 450,1337.347,125,171
7283,2024-07-02,2SPX,P,2024-12-20,04279 450,17.2099,125,171
7284,2024-07-02,2SPX,C,2024-12-20,04281 440,1335.452,714,171
7285,2024-07-02,2SPX,P,2024-12-20,04281 440,17.2569,714,171
7286,2024-07-02,2SPX,C,2024-12-20,04281 670,1335.233,250,171
7287,2024-07-02,2SPX,P,2024-12-20,04281 670,17.2623,250,171
7288,2024-07-02,2SPX,C,2024-12-20,04286 350,1330.778,69,171
7289,2024-07-02,2SPX,P,2024-12-20,04286 350,17.3733,69,171
7290,2024-07-02,2SPX,C,2024-12-20,04289 260,1328.008,248,171
7291,2024-07-02,2SPX,P,2024-12-20,04289 260,17.4426,248,171
7292,2024-07-02,2SPX,C,2024-12-20,04290 480,1326.847,119,171
7293,2024-07-02,2SPX,P,2024-12-20,04290 480,17.4718,119,171
7294,2024-07-02,2SPX,C,2024-12-20,04292 450,1324.972,95,171
7295,2024-07-02,2SPX,P,2024-12-20,04292 450,17.5188,95,171
7296,2024-07-02,2SPX,C,2024-12-20,04292 580,1324.848,238,171
7297,2024-07-02,2SPX,P,2024-12-20,04292 580,17.5219,238,171
7298,2024-07-02,2SPX,C,2024-12-20,04293 250,1324.21,486,171
7299,2024-07-02,2SPX,P,2024-12-20,04293 250,17.5379,486,171
7300,2024-07-02,2SPX,C,2024-12-20,04293 290,1324.172,497,171
7301,2024-07-02,2SPX,P,2024-12-20,04293 290,17.5389,497,171
7302,2024-07-02,2SPX,C,2024-12-20,04294 660,1322.868,178,171
7303,2024-07-02,2SPX,P,2024-12-20,04294 660,17.5716,178,171
7304,2024-07-02,2SPX,C,2024-12-20,04294 710,1322.82,238,171
7305,2024-07-02,2SPX,P,2024-12-20,04294 710,17.5728,238,171
7306,2024-07-02,2SPX,C,2024-12-20,04294 810,1322.725,143,171
7307,2024-07-02,2SPX,P,2024-12-20,04294 810,17.5752,143,171
7308,2024-07-02,2SPX,C,2024-12-20,04295 060,1322.487,122,171
7309,2024-07-02,2SPX,P,2024-12-20,04295 060,17.5812,122,171
7310,2024-07-02,2SPX,C,2024-12-20,04296 890,1320.746,202,171
7311,2024-07-02,2SPX,P,2024-12-20,04296 890,17.6249,202,171
7312,2024-07-02,2SPX,C,2024-12-20,04296 910,1320.726,119,171
7313,2024-07-02,2SPX,P,2024-12-20,04296 910,17.6254,119,171
7314,2024-07-02,2SPX,C,2024-12-20,04297 440,1320.222,123,171
7315,2024-07-02,2SPX,P,2024-12-20,04297 440,17.6381,123,171
7316,2024-07-02,2SPX,C,2024-12-20,04297 490,1320.174,49,171
7317,2024-07-02,2SPX,P,2024-12-20,04297 490,17.6393,49,171
7318,2024-07-02,2SPX,C,2024-12-20,04299 610,1318.157,365,171
7319,2024-07-02,2SPX,P,2024-12-20,04299 610,17.69,365,171
7320,2024-07-02,2SPX,P,2024-12-20,04300 010,17.6996,50,171
7321,2024-07-02,2SPX,C,2024-12-20,04303 770,1314.197,122,171
7322,2024-07-02,2SPX,P,2024-12-20,04303 770,17.7896,122,171
7323,2024-07-02,2SPX,C,2024-12-20,04306 500,1311.599,244,171
7324,2024-07-02,2SPX,P,2024-12-20,04306 500,17.8549,244,171
7325,2024-07-02,2SPX,C,2024-12-20,04311 750,1306.602,287,171
7326,2024-07-02,2SPX,P,2024-12-20,04311 750,17.9806,287,171
7327,2024-07-02,2SPX,C,2024-12-20,04312 760,1305.641,59,171
7328,2024-07-02,2SPX,P,2024-12-20,04312 760,18.0048,59,171
7329,2024-07-02,2SPX,C,2024-12-20,04313 230,1305.193,244,171
7330,2024-07-02,2SPX,P,2024-12-20,04313 230,18.016,244,171
7331,2024-07-02,2SPX,C,2024-12-20,04313 740,1304.708,57,171
7332,2024-07-02,2SPX,P,2024-12-20,04313 740,18.0283,57,171
7333,2024-07-02,2SPX,C,2024-12-20,04314 880,1303.623,236,171
7334,2024-07-02,2SPX,P,2024-12-20,04314 880,18.0557,236,171
7335,2024-07-02,2SPX,C,2024-12-20,04316 000,1302.557,61,171
7336,2024-07-02,2SPX,P,2024-12-20,04316 000,18.0825,61,171
7337,2024-07-02,2SPX,C,2024-12-20,04316 030,1302.528,1213,171
7338,2024-07-02,2SPX,P,2024-12-20,04316 030,18.0832,1213,171
7339,2024-07-02,2SPX,C,2024-12-20,04317 440,1301.187,242,171
7340,2024-07-02,2SPX,P,2024-12-20,04317 440,18.1171,242,171
7341,2024-07-02,2SPX,C,2024-12-20,04319 250,1299.464,73,171
7342,2024-07-02,2SPX,P,2024-12-20,04319 250,18.1606,73,171
7343,2024-07-02,2SPX,P,2024-12-20,04320 000,18.1786,50,171
7344,2024-07-02,2SPX,C,2024-12-20,04320 110,1298.645,121,171
7345,2024-07-02,2SPX,P,2024-12-20,04320 110,18.1812,121,171
7346,2024-07-02,2SPX,C,2024-12-20,04320 530,1298.246,606,171
7347,2024-07-02,2SPX,P,2024-12-20,04320 530,18.1913,606,171
7348,2024-07-02,2SPX,C,2024-12-20,04320 860,1297.932,260,171
7349,2024-07-02,2SPX,P,2024-12-20,04320 860,18.1992,260,171
7350,2024-07-02,2SPX,C,2024-12-20,04321 820,1297.018,473,171
7351,2024-07-02,2SPX,P,2024-12-20,04321 820,18.2223,473,171
7352,2024-07-02,2SPX,C,2024-12-20,04323 810,1295.124,304,171
7353,2024-07-02,2SPX,P,2024-12-20,04323 810,18.2701,304,171
7354,2024-07-02,2SPX,C,2024-12-20,04325 820,1293.211,73,171
7355,2024-07-02,2SPX,P,2024-12-20,04325 820,18.3183,73,171
7356,2024-07-02,2SPX,C,2024-12-20,04326 430,1292.631,61,171
7357,2024-07-02,2SPX,P,2024-12-20,04326 430,18.333,61,171
7358,2024-07-02,2SPX,C,2024-12-20,04328 470,1290.689,474,171
7359,2024-07-02,2SPX,P,2024-12-20,04328 470,18.382,474,171
7360,2024-07-02,2SPX,C,2024-12-20,04328 860,1290.318,121,171
7361,2024-07-02,2SPX,P,2024-12-20,04328 860,18.3913,121,171
7362,2024-07-02,2SPX,C,2024-12-20,04329 040,1290.147,173,171
7363,2024-07-02,2SPX,P,2024-12-20,04329 040,18.3957,173,171
7364,2024-07-02,2SPX,C,2024-12-20,04332 310,1287.035,121,171
7365,2024-07-02,2SPX,P,2024-12-20,04332 310,18.4742,121,171
7366,2024-07-02,2SPX,C,2024-12-20,04333 990,1285.436,118,171
7367,2024-07-02,2SPX,P,2024-12-20,04333 990,18.5145,118,171
7368,2024-07-02,2SPX,C,2024-12-20,04334 020,1285.407,118,171
7369,2024-07-02,2SPX,P,2024-12-20,04334 020,18.5153,118,171
7370,2024-07-02,2SPX,C,2024-12-20,04336 320,1283.218,472,171
7371,2024-07-02,2SPX,P,2024-12-20,04336 320,18.5705,472,171
7372,2024-07-02,2SPX,C,2024-12-20,04345 340,1274.634,121,171
7373,2024-07-02,2SPX,P,2024-12-20,04345 340,18.7872,121,171
7374,2024-07-02,2SPX,C,2024-12-20,04346 020,1273.987,242,171
7375,2024-07-02,2SPX,P,2024-12-20,04346 020,18.8036,242,171
7376,2024-07-02,2SPX,C,2024-12-20,04346 310,1273.711,188,171
7377,2024-07-02,2SPX,P,2024-12-20,04346 310,18.8106,188,171
7378,2024-07-02,2SPX,C,2024-12-20,04349 660,1270.523,60,171
7379,2024-07-02,2SPX,P,2024-12-20,04349 660,18.8918,60,171
7380,2024-07-02,2SPX,C,2024-12-20,04353 740,1266.647,243,171
7381,2024-07-02,2SPX,P,2024-12-20,04353 740,18.9961,243,171
7382,2024-07-02,2SPX,C,2024-12-20,04354 280,1266.134,244,171
7383,2024-07-02,2SPX,P,2024-12-20,04354 280,19.01,244,171
7384,2024-07-02,2SPX,C,2024-12-20,04357 380,1263.189,144,171
7385,2024-07-02,2SPX,P,2024-12-20,04357 380,19.09,144,171
7386,2024-07-02,2SPX,C,2024-12-20,04357 650,1262.933,60,171
7387,2024-07-02,2SPX,P,2024-12-20,04357 650,19.097,60,171
7388,2024-07-02,2SPX,C,2024-12-20,04359 190,1261.47,732,171
7389,2024-07-02,2SPX,P,2024-12-20,04359 190,19.1369,732,171
7390,2024-07-02,2SPX,C,2024-12-20,04362 490,1258.336,120,171
7391,2024-07-02,2SPX,P,2024-12-20,04362 490,19.2225,120,171
7392,2024-07-02,2SPX,C,2024-12-20,04363 030,1257.823,487,171
7393,2024-07-02,2SPX,P,2024-12-20,04363 030,19.2366,487,171
7394,2024-07-02,2SPX,C,2024-12-20,04363 790,1257.101,481,171
7395,2024-07-02,2SPX,P,2024-12-20,04363 790,19.2563,481,171
7396,2024-07-02,2SPX,C,2024-12-20,04365 770,1255.221,243,171
7397,2024-07-02,2SPX,P,2024-12-20,04365 770,19.3079,243,171
7398,2024-07-02,2SPX,C,2024-12-20,04365 990,1255.012,240,171
7399,2024-07-02,2SPX,P,2024-12-20,04365 990,19.3137,240,171
7400,2024-07-02,2SPX,C,2024-12-20,04366 130,1254.879,1213,171
7401,2024-07-02,2SPX,P,2024-12-20,04366 130,19.3173,1213,171
7402,2024-07-02,2SPX,C,2024-12-20,04366 850,1254.195,152,171
7403,2024-07-02,2SPX,P,2024-12-20,04366 850,19.3361,152,171
7404,2024-07-02,2SPX,C,2024-12-20,04369 060,1252.097,244,171
7405,2024-07-02,2SPX,P,2024-12-20,04369 060,19.3939,244,171
7406,2024-07-02,2SPX,C,2024-12-20,04369 580,1251.603,366,171
7407,2024-07-02,2SPX,P,2024-12-20,04369 580,19.4075,366,171
7408,2024-07-02,2SPX,C,2024-12-20,04370 410,1250.815,120,171
7409,2024-07-02,2SPX,P,2024-12-20,04370 410,19.4293,120,171
7410,2024-07-02,2SPX,C,2024-12-20,04370 450,1250.777,116,171
7411,2024-07-02,2SPX,P,2024-12-20,04370 450,19.4304,116,171
7412,2024-07-02,2SPX,C,2024-12-20,04370 550,1250.682,404,171
7413,2024-07-02,2SPX,P,2024-12-20,04370 550,19.433,404,171
7414,2024-07-02,2SPX,C,2024-12-20,04370 570,1250.663,578,171
7415,2024-07-02,2SPX,P,2024-12-20,04370 570,19.4335,578,171
7416,2024-07-02,2SPX,C,2024-12-20,04375 520,1245.964,68,171
7417,2024-07-02,2SPX,P,2024-12-20,04375 520,19.5648,68,171
7418,2024-07-02,2SPX,C,2024-12-20,04375 550,1245.936,243,171
7419,2024-07-02,2SPX,P,2024-12-20,04375 550,19.5656,243,171
7420,2024-07-02,2SPX,C,2024-12-20,04375 910,1245.595,366,171
7421,2024-07-02,2SPX,P,2024-12-20,04375 910,19.5757,366,171
7422,2024-07-02,2SPX,C,2024-12-20,04377 340,1244.24,90,171
7423,2024-07-02,2SPX,P,2024-12-20,04377 340,19.6162,90,171
7424,2024-07-02,2SPX,C,2024-12-20,04379 080,1242.592,116,171
7425,2024-07-02,2SPX,P,2024-12-20,04379 080,19.6657,116,171
7426,2024-07-02,2SPX,C,2024-12-20,04380 610,1241.142,119,171
7427,2024-07-02,2SPX,P,2024-12-20,04380 610,19.7092,119,171
7428,2024-07-02,2SPX,C,2024-12-20,04380 660,1241.095,215,171
7429,2024-07-02,2SPX,P,2024-12-20,04380 660,19.7106,215,171
7430,2024-07-02,2SPX,C,2024-12-20,04383 080,1238.803,120,171
7431,2024-07-02,2SPX,P,2024-12-20,04383 080,19.7799,120,171
7432,2024-07-02,2SPX,C,2024-12-20,04383 380,1238.519,236,171
7433,2024-07-02,2SPX,P,2024-12-20,04383 380,19.7885,236,171
7434,2024-07-02,2SPX,C,2024-12-20,04384 210,1237.733,1216,171
7435,2024-07-02,2SPX,P,2024-12-20,04384 210,19.8122,1216,171
7436,2024-07-02,2SPX,C,2024-12-20,04385 000,1236.985,63,171
7437,2024-07-02,2SPX,C,2024-12-20,04385 110,1236.88,487,171
7438,2024-07-02,2SPX,P,2024-12-20,04385 110,19.8381,487,171
7439,2024-07-02,2SPX,C,2024-12-20,04387 980,1234.163,243,171
7440,2024-07-02,2SPX,P,2024-12-20,04387 980,19.9206,243,171
7441,2024-07-02,2SPX,C,2024-12-20,04388 030,1234.115,365,171
7442,2024-07-02,2SPX,P,2024-12-20,04388 030,19.9221,365,171
7443,2024-07-02,2SPX,C,2024-12-20,04388 250,1233.907,60,171
7444,2024-07-02,2SPX,P,2024-12-20,04388 250,19.9284,60,171
7445,2024-07-02,2SPX,C,2024-12-20,04388 310,1233.85,243,171
7446,2024-07-02,2SPX,P,2024-12-20,04388 310,19.9301,243,171
7447,2024-07-02,2SPX,C,2024-12-20,04390 850,1231.445,479,171
7448,2024-07-02,2SPX,P,2024-12-20,04390 850,20.0031,479,171
7449,2024-07-02,2SPX,C,2024-12-20,04391 050,1231.255,116,171
7450,2024-07-02,2SPX,P,2024-12-20,04391 050,20.0089,116,171
7451,2024-07-02,2SPX,C,2024-12-20,04393 190,1229.229,116,171
7452,2024-07-02,2SPX,P,2024-12-20,04393 190,20.0704,116,171
7453,2024-07-02,2SPX,C,2024-12-20,04393 470,1228.964,116,171
7454,2024-07-02,2SPX,P,2024-12-20,04393 470,20.0785,116,171
7455,2024-07-02,2SPX,C,2024-12-20,04395 070,1227.449,143,171
7456,2024-07-02,2SPX,P,2024-12-20,04395 070,20.1245,143,171
7457,2024-07-02,2SPX,C,2024-12-20,04397 180,1225.45,240,171
7458,2024-07-02,2SPX,P,2024-12-20,04397 180,20.1851,240,171
7459,2024-07-02,2SPX,C,2024-12-20,04397 610,1225.043,240,171
7460,2024-07-02,2SPX,P,2024-12-20,04397 610,20.1975,240,171
7461,2024-07-02,2SPX,C,2024-12-20,04397 880,1224.788,598,171
7462,2024-07-02,2SPX,P,2024-12-20,04397 880,20.2053,598,171
7463,2024-07-02,2SPX,C,2024-12-20,04399 410,1223.339,479,171
7464,2024-07-02,2SPX,P,2024-12-20,04399 410,20.2493,479,171
7465,2024-07-02,2SPX,C,2024-12-20,04399 660,1223.102,239,171
7466,2024-07-02,2SPX,P,2024-12-20,04399 660,20.2565,239,171
7467,2024-07-02,2SPX,C,2024-12-20,04400 010,1222.771,20,171
7468,2024-07-02,2SPX,C,2024-12-20,04402 200,1220.697,120,171
7469,2024-07-02,2SPX,P,2024-12-20,04402 200,20.3295,120,171
7470,2024-07-02,2SPX,C,2024-12-20,04404 510,1218.509,2258,171
7471,2024-07-02,2SPX,P,2024-12-20,04404 510,20.3959,2258,171
7472,2024-07-02,2SPX,C,2024-12-20,04405 610,1217.468,475,171
7473,2024-07-02,2SPX,P,2024-12-20,04405 610,20.4275,475,171
7474,2024-07-02,2SPX,C,2024-12-20,04406 140,1216.966,95,171
7475,2024-07-02,2SPX,P,2024-12-20,04406 140,20.4428,95,171
7476,2024-07-02,2SPX,C,2024-12-20,04412 050,1211.369,156,171
7477,2024-07-02,2SPX,P,2024-12-20,04412 050,20.6127,156,171
7478,2024-07-02,2SPX,C,2024-12-20,04413 080,1210.394,118,171
7479,2024-07-02,2SPX,P,2024-12-20,04413 080,20.6423,118,171
7480,2024-07-02,2SPX,C,2024-12-20,04414 260,1209.276,92,171
7481,2024-07-02,2SPX,P,2024-12-20,04414 260,20.6762,92,171
7482,2024-07-02,2SPX,C,2024-12-20,04414 580,1208.973,179,171
7483,2024-07-02,2SPX,P,2024-12-20,04414 580,20.6855,179,171
7484,2024-07-02,2SPX,C,2024-12-20,04416 500,1207.155,173,171
7485,2024-07-02,2SPX,P,2024-12-20,04416 500,20.7406,173,171
7486,2024-07-02,2SPX,C,2024-12-20,04419 160,1204.636,238,171
7487,2024-07-02,2SPX,P,2024-12-20,04419 160,20.8172,238,171
7488,2024-07-02,2SPX,C,2024-12-20,04425 040,1199.068,174,171
7489,2024-07-02,2SPX,P,2024-12-20,04425 040,20.9862,174,171
7490,2024-07-02,2SPX,C,2024-12-20,04426 690,1197.505,120,171
7491,2024-07-02,2SPX,P,2024-12-20,04426 690,21.0337,120,171
7492,2024-07-02,2SPX,C,2024-12-20,04427 200,1197.022,116,171
7493,2024-07-02,2SPX,P,2024-12-20,04427 200,21.0483,116,171
7494,2024-07-02,2SPX,C,2024-12-20,04429 780,1194.579,239,171
7495,2024-07-02,2SPX,P,2024-12-20,04429 780,21.1225,239,171
7496,2024-07-02,2SPX,C,2024-12-20,04434 530,1190.081,238,171
7497,2024-07-02,2SPX,P,2024-12-20,04434 530,21.2591,238,171
7498,2024-07-02,2SPX,C,2024-12-20,04441 570,1183.415,472,171
7499,2024-07-02,2SPX,P,2024-12-20,04441 570,21.4616,472,171
7500,2024-07-02,2SPX,P,2024-12-20,04443 000,21.5027,30,171
7501,2024-07-02,2SPX,C,2024-12-20,04444 800,1180.356,708,171
7502,2024-07-02,2SPX,P,2024-12-20,04444 800,21.5545,708,171
7503,2024-07-02,2SPX,C,2024-12-20,04445 090,1180.081,236,171
7504,2024-07-02,2SPX,P,2024-12-20,04445 090,21.5628,236,171
7505,2024-07-02,2SPX,C,2024-12-20,04446 400,1178.841,46,171
7506,2024-07-02,2SPX,P,2024-12-20,04446 400,21.6008,46,171
7507,2024-07-02,2SPX,C,2024-12-20,04448 050,1177.279,118,171
7508,2024-07-02,2SPX,P,2024-12-20,04448 050,21.6487,118,171
7509,2024-07-02,2SPX,C,2024-12-20,04449 780,1175.641,59,171
7510,2024-07-02,2SPX,P,2024-12-20,04449 780,21.6991,59,171
7511,2024-07-02,2SPX,C,2024-12-20,04450 100,1175.339,66,171
7512,2024-07-02,2SPX,P,2024-12-20,04450 100,21.7087,66,171
7513,2024-07-02,2SPX,C,2024-12-20,04451 490,1174.026,4727,171
7514,2024-07-02,2SPX,P,2024-12-20,04451 490,21.7522,4727,171
7515,2024-07-02,2SPX,C,2024-12-20,04454 490,1171.193,118,171
7516,2024-07-02,2SPX,P,2024-12-20,04454 490,21.8464,118,171
7517,2024-07-02,2SPX,C,2024-12-20,04454 580,1171.108,118,171
7518,2024-07-02,2SPX,P,2024-12-20,04454 580,21.8492,118,171
7519,2024-07-02,2SPX,C,2024-12-20,04461 610,1164.471,118,171
7520,2024-07-02,2SPX,P,2024-12-20,04461 610,22.0714,118,171
7521,2024-07-02,2SPX,C,2024-12-20,04466 850,1159.525,519,171
7522,2024-07-02,2SPX,P,2024-12-20,04466 850,22.2383,519,171
7523,2024-07-02,2SPX,C,2024-12-20,04468 140,1158.308,114,171
7524,2024-07-02,2SPX,P,2024-12-20,04468 140,22.2795,114,171
7525,2024-07-02,2SPX,C,2024-12-20,04468 530,1157.939,396,171
7526,2024-07-02,2SPX,P,2024-12-20,04468 530,22.292,396,171
7527,2024-07-02,2SPX,C,2024-12-20,04470 780,1155.816,57,171
7528,2024-07-02,2SPX,P,2024-12-20,04470 780,22.3641,57,171
7529,2024-07-02,2SPX,C,2024-12-20,04471 870,1154.788,55,171
7530,2024-07-02,2SPX,P,2024-12-20,04471 870,22.3992,55,171
7531,2024-07-02,2SPX,C,2024-12-20,04471 950,1154.712,55,171
7532,2024-07-02,2SPX,P,2024-12-20,04471 950,22.4018,55,171
7533,2024-07-02,2SPX,C,2024-12-20,04484 730,1142.669,117,171
7534,2024-07-02,2SPX,P,2024-12-20,04484 730,22.8281,117,171
7535,2024-07-02,2SPX,C,2024-12-20,04486 280,1141.209,59,171
7536,2024-07-02,2SPX,P,2024-12-20,04486 280,22.8808,59,171
7537,2024-07-02,2SPX,C,2024-12-20,04489 940,1137.762,1172,171
7538,2024-07-02,2SPX,P,2024-12-20,04489 940,23.0052,1172,171
7539,2024-07-02,2SPX,P,2024-12-20,04500 010,23.3475,50,171
7540,2024-07-02,2SPX,C,2024-12-20,04501 320,1127.046,117,171
7541,2024-07-02,2SPX,P,2024-12-20,04501 320,23.392,117,171
7542,2024-07-02,2SPX,C,2024-12-20,04509 420,1119.418,585,171
7543,2024-07-02,2SPX,P,2024-12-20,04509 420,23.6674,585,171
7544,2024-07-02,2SPX,C,2024-12-20,04509 450,1119.389,234,171
7545,2024-07-02,2SPX,P,2024-12-20,04509 450,23.6684,234,171
7546,2024-07-02,2SPX,C,2024-12-20,04510 060,1118.815,117,171
7547,2024-07-02,2SPX,P,2024-12-20,04510 060,23.6891,117,171
7548,2024-07-02,2SPX,C,2024-12-20,04510 120,1118.758,468,171
7549,2024-07-02,2SPX,P,2024-12-20,04510 120,23.6911,468,171
7550,2024-07-02,2SPX,C,2024-12-20,04510 360,1118.532,234,171
7551,2024-07-02,2SPX,P,2024-12-20,04510 360,23.6993,234,171
7552,2024-07-02,2SPX,C,2024-12-20,04511 790,1117.186,140,171
7553,2024-07-02,2SPX,P,2024-12-20,04511 790,23.7479,140,171
7554,2024-07-02,2SPX,C,2024-12-20,04512 020,1116.969,468,171
7555,2024-07-02,2SPX,P,2024-12-20,04512 020,23.7557,468,171
7556,2024-07-02,2SPX,C,2024-12-20,04512 120,1116.875,234,171
7557,2024-07-02,2SPX,P,2024-12-20,04512 120,23.7591,234,171
7558,2024-07-02,2SPX,C,2024-12-20,04512 540,1116.479,234,171
7559,2024-07-02,2SPX,P,2024-12-20,04512 540,23.7734,234,171
7560,2024-07-02,2SPX,C,2024-12-20,04512 590,1116.432,117,171
7561,2024-07-02,2SPX,P,2024-12-20,04512 590,23.7751,117,171
7562,2024-07-02,2SPX,C,2024-12-20,04516 630,1112.628,228,171
7563,2024-07-02,2SPX,P,2024-12-20,04516 630,23.9126,228,171
7564,2024-07-02,2SPX,C,2024-12-20,04516 660,1112.6,114,171
7565,2024-07-02,2SPX,P,2024-12-20,04516 660,23.9136,114,171
7566,2024-07-02,2SPX,P,2024-12-20,04520 000,24.0279,55,171
7567,2024-07-02,2SPX,C,2024-12-20,04522 970,1106.659,350,171
7568,2024-07-02,2SPX,P,2024-12-20,04522 970,24.13,350,171
7569,2024-07-02,2SPX,C,2024-12-20,04524 340,1105.37,582,171
7570,2024-07-02,2SPX,P,2024-12-20,04524 340,24.1772,582,171
7571,2024-07-02,2SPX,C,2024-12-20,04529 610,1100.423,350,171
7572,2024-07-02,2SPX,P,2024-12-20,04529 610,24.3727,350,171
7573,2024-07-02,2SPX,P,2024-12-20,04530 000,24.3874,50,171
7574,2024-07-02,2SPX,C,2024-12-20,04530 900,1099.213,151,171
7575,2024-07-02,2SPX,P,2024-12-20,04530 900,24.4213,151,171
7576,2024-07-02,2SPX,C,2024-12-20,04532 930,1097.309,1049,171
7577,2024-07-02,2SPX,P,2024-12-20,04532 930,24.4984,1049,171
7578,2024-07-02,2SPX,C,2024-12-20,04533 010,1097.234,233,171
7579,2024-07-02,2SPX,P,2024-12-20,04533 010,24.5014,233,171
7580,2024-07-02,2SPX,C,2024-12-20,04533 120,1097.131,116,171
7581,2024-07-02,2SPX,P,2024-12-20,04533 120,24.5056,116,171
7582,2024-07-02,2SPX,C,2024-12-20,04533 170,1097.084,116,171
7583,2024-07-02,2SPX,P,2024-12-20,04533 170,24.5075,116,171
7584,2024-07-02,2SPX,C,2024-12-20,04533 220,1097.037,70,171
7585,2024-07-02,2SPX,P,2024-12-20,04533 220,24.5094,70,171
7586,2024-07-02,2SPX,C,2024-12-20,04533 890,1096.409,700,171
7587,2024-07-02,2SPX,P,2024-12-20,04533 890,24.5349,700,171
7588,2024-07-02,2SPX,C,2024-12-20,04534 500,1095.837,110,171
7589,2024-07-02,2SPX,P,2024-12-20,04534 500,24.5581,110,171
7590,2024-07-02,2SPX,C,2024-12-20,04537 020,1093.474,348,171
7591,2024-07-02,2SPX,P,2024-12-20,04537 020,24.6539,348,171
7592,2024-07-02,2SPX,C,2024-12-20,04541 470,1089.301,812,171
7593,2024-07-02,2SPX,P,2024-12-20,04541 470,24.823,812,171
7594,2024-07-02,2SPX,C,2024-12-20,04545 250,1085.757,1024,171
7595,2024-07-02,2SPX,P,2024-12-20,04545 250,24.9667,1024,171
7596,2024-07-02,2SPX,C,2024-12-20,04545 290,1085.719,231,171
7597,2024-07-02,2SPX,P,2024-12-20,04545 290,24.9682,231,171
7598,2024-07-02,2SPX,C,2024-12-20,04548 390,1082.812,232,171
7599,2024-07-02,2SPX,P,2024-12-20,04548 390,25.0861,232,171
7600,2024-07-02,2SPX,C,2024-12-20,04548 420,1082.784,234,171
7601,2024-07-02,2SPX,P,2024-12-20,04548 420,25.0872,234,171
7602,2024-07-02,2SPX,C,2024-12-20,04549 230,1082.025,139,171
7603,2024-07-02,2SPX,P,2024-12-20,04549 230,25.118,139,171
7604,2024-07-02,2SPX,C,2024-12-20,04549 680,1081.603,168,171
7605,2024-07-02,2SPX,P,2024-12-20,04549 680,25.1351,168,171
7606,2024-07-02,2SPX,C,2024-12-20,04549 700,1081.584,56,171
7607,2024-07-02,2SPX,P,2024-12-20,04549 700,25.1359,56,171
7608,2024-07-02,2SPX,C,2024-12-20,04550 010,1081.293,40,171
7609,2024-07-02,2SPX,P,2024-12-20,04550 010,25.1477,40,171
7610,2024-07-02,2SPX,C,2024-12-20,04553 850,1077.692,460,171
