,Unnamed: 0.1,Unnamed: 0,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,TIME-TO-EXPIRATION,IV
3631,3631,3631,2024-04-18,2DJX,P,2027-12-17,363.3,24.6377,604,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3632,3632,3632,2024-04-18,2DJX,C,2027-12-17,366.15,75.7849,1364,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3633,3633,3633,2024-04-18,2DJX,P,2027-12-17,366.15,25.2972,1364,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3634,3634,3634,2024-04-18,2DJX,C,2027-12-17,372.62,71.8652,1196,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3635,3635,3635,2024-04-18,2DJX,P,2027-12-17,372.62,26.8603,1196,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3636,3636,3636,2024-04-18,2DJX,C,2027-12-17,373.38,71.4223,918,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3637,3637,3637,2024-04-18,2DJX,P,2027-12-17,373.38,27.0614,918,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3638,3638,3638,2024-04-18,2DJX,C,2027-12-17,375.73,70.0598,764,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3639,3639,3639,2024-04-18,2DJX,P,2027-12-17,375.73,27.6903,764,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3640,3640,3640,2024-04-18,2DJX,C,2027-12-17,375.89,69.9674,2350,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3641,3641,3641,2024-04-18,2DJX,P,2027-12-17,375.89,27.7336,2350,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3642,3642,3642,2024-04-18,2DJX,C,2027-12-17,379.49,67.8971,1914,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3643,3643,3643,2024-04-18,2DJX,P,2027-12-17,379.49,28.7139,1914,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3644,3644,3644,2024-04-18,2DJX,C,2027-12-17,382.55,66.1582,919,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3645,3645,3645,2024-04-18,2DJX,P,2027-12-17,382.55,29.5681,919,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3646,3646,3646,2024-04-18,2DJX,C,2027-12-17,383.36,65.7078,1475,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3647,3647,3647,2024-04-18,2DJX,P,2027-12-17,383.36,29.8041,1475,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3648,3648,3648,2024-04-18,2DJX,C,2027-12-17,384.46,65.0983,1183,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3649,3649,3649,2024-04-18,2DJX,P,2027-12-17,384.46,30.1268,1183,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3650,3650,3650,2024-04-18,2DJX,C,2027-12-17,385.47,64.5409,2356,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3651,3651,3651,2024-04-18,2DJX,P,2027-12-17,385.47,30.4252,2356,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3652,3652,3652,2024-04-18,2DJX,C,2027-12-17,386.41,64.0239,1625,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3653,3653,3653,2024-04-18,2DJX,P,2027-12-17,386.41,30.7048,1625,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3654,3654,3654,2024-04-18,2DJX,C,2027-12-17,389.03,62.5929,590,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3655,3655,3655,2024-04-18,2DJX,P,2027-12-17,389.03,31.494,590,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3656,3656,3656,2024-04-18,2DJX,C,2027-12-17,389.13,62.5386,583,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3657,3657,3657,2024-04-18,2DJX,P,2027-12-17,389.13,31.5244,583,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3658,3658,3658,2024-04-18,2DJX,C,2027-12-17,391.55,61.2253,730,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3659,3659,3659,2024-04-18,2DJX,P,2027-12-17,391.55,32.2619,730,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3660,3660,3660,2024-04-18,2DJX,P,2027-12-17,400.0,34.8941,150,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3661,3661,3661,2024-04-18,2DJX,C,2027-12-17,420.0,46.5741,600,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3662,3662,3662,2024-04-18,2DJX,C,2027-12-17,432.61,40.6976,258,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3663,3663,3663,2024-04-18,2DJX,P,2027-12-17,432.61,46.5289,258,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3664,3664,3664,2024-04-18,2DJX,C,2027-12-17,433.13,40.4564,257,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3665,3665,3665,2024-04-18,2DJX,P,2027-12-17,433.13,46.7284,257,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3666,3666,3666,2024-04-18,2DJX,C,2027-12-17,438.07,38.1654,768,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3667,3667,3667,2024-04-18,2DJX,P,2027-12-17,438.07,48.6236,768,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1338,0.0
3668,3668,3668,2024-04-18,2DJX,C,2028-12-15,366.84,85.5322,279,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3669,3669,3669,2024-04-18,2DJX,P,2028-12-15,366.84,27.9843,279,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3670,3670,3670,2024-04-18,2DJX,C,2028-12-15,369.22,84.1344,1788,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3671,3671,3671,2024-04-18,2DJX,P,2028-12-15,369.22,28.5246,1788,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3672,3672,3672,2024-04-18,2DJX,C,2028-12-15,396.12,69.2459,290,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3673,3673,3673,2024-04-18,2DJX,P,2028-12-15,396.12,35.5418,290,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3674,3674,3674,2024-04-18,2DJX,C,2028-12-15,397.96,68.3088,2316,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3675,3675,3675,2024-04-18,2DJX,P,2028-12-15,397.96,36.1031,2316,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3676,3676,3676,2024-04-18,2DJX,C,2028-12-15,406.67,63.9116,717,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3677,3677,3677,2024-04-18,2DJX,P,2028-12-15,406.67,38.7989,717,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3678,3678,3678,2024-04-18,2DJX,C,2028-12-15,408.74,62.8789,1566,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3679,3679,3679,2024-04-18,2DJX,P,2028-12-15,408.74,39.4518,1566,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3680,3680,3680,2024-04-18,2DJX,C,2028-12-15,427.17,53.9153,928,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3681,3681,3681,2024-04-18,2DJX,P,2028-12-15,427.17,45.4965,928,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3682,3682,3682,2024-04-18,2DJX,C,2028-12-15,428.11,53.4902,1066,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3683,3683,3683,2024-04-18,2DJX,P,2028-12-15,428.11,45.8369,1066,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3684,3684,3684,2024-04-18,2DJX,C,2028-12-15,434.6,50.6018,528,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3685,3685,3685,2024-04-18,2DJX,P,2028-12-15,434.6,48.2335,528,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3686,3686,3686,2024-04-18,2DJX,C,2028-12-15,442.85,46.9474,388,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3687,3687,3687,2024-04-18,2DJX,P,2028-12-15,442.85,51.2975,388,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3688,3688,3688,2024-04-18,2DJX,C,2028-12-15,443.22,46.7853,516,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3689,3689,3689,2024-04-18,2DJX,P,2028-12-15,443.22,51.4366,516,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1702,0.0
3690,3690,3690,2024-04-18,2DJX,C,2029-12-21,406.97,73.4595,725,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,2073,0.0
3691,3691,3691,2024-04-18,2DJX,P,2029-12-21,406.97,39.999,725,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,2073,0.0
3692,3692,3692,2024-04-18,4DJX,C,2024-05-30,249.49,129.0227,2385,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,42,0.0
3693,3693,3693,2024-04-18,4DJX,P,2024-05-30,249.49,0.0531,2385,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,42,3.8800680016872273
3694,3694,3694,2024-04-18,4DJX,C,2024-06-28,260.43,118.8263,754,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,71,0.0
3695,3695,3695,2024-04-18,4DJX,P,2024-06-28,260.43,0.1176,754,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,71,3.103991020557043
3696,3696,3696,2024-04-18,4DJX,C,2024-08-15,242.16,138.0915,789,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,119,0.0
3697,3697,3697,2024-04-18,4DJX,P,2024-08-15,242.16,0.2155,789,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,119,2.537801505395346
3698,3698,3698,2024-04-18,4DJX,C,2024-10-07,255.95,125.9079,1128,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,172,0.0
3699,3699,3699,2024-04-18,4DJX,P,2024-10-07,255.95,0.5803,1128,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,172,2.242769448720073
3700,3700,3700,2024-04-18,4DJX,C,2025-04-09,225.29,159.3605,4097,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,356,0.0
3701,3701,3701,2024-04-18,4DJX,P,2025-04-09,225.29,1.1095,4097,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,356,1.6944842595982301
3702,3702,3702,2024-04-18,4DJX,C,2025-12-02,285.97,110.7489,2518,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,593,0.0
3703,3703,3703,2024-04-18,4DJX,P,2025-12-02,285.97,5.1677,2518,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,593,0.0
3704,3704,3704,2024-04-18,4DJX,C,2027-02-22,307.06,106.8781,956,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1040,0.0
3705,3705,3705,2024-04-18,4DJX,P,2027-02-22,307.06,11.3438,956,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1040,0.0
3706,3706,3706,2024-04-18,4DJX,C,2027-02-23,307.34,106.6996,954,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1041,0.0
3707,3707,3707,2024-04-18,4DJX,P,2027-02-23,307.34,11.3923,954,37847.210938,38083.761719,37681.519531,37775.378906,37775.378906,300230000,1041,0.0
3708,3708,3708,2024-04-19,2DJX,C,2024-06-21,391.16,4.3082,2587,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3709,3709,3709,2024-04-19,2DJX,P,2024-06-21,391.16,13.2509,2587,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.88154056150767
3710,3710,3710,2024-04-19,2DJX,C,2024-06-21,392.73,3.7516,12888,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3711,3711,3711,2024-04-19,2DJX,P,2024-06-21,392.73,14.2498,12888,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.966767186859521
3712,3712,3712,2024-04-19,2DJX,C,2024-06-21,392.82,3.7211,8375,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3713,3713,3713,2024-04-19,2DJX,P,2024-06-21,392.82,14.3085,8375,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.971746240212719
3714,3714,3714,2024-04-19,2DJX,C,2024-06-21,393.0,3.6606,79,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3715,3715,3715,2024-04-19,2DJX,P,2024-06-21,393.0,14.4264,79,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.981737522735703
3716,3716,3716,2024-04-19,2DJX,C,2024-06-21,393.3,3.5612,3860,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3717,3717,3717,2024-04-19,2DJX,P,2024-06-21,393.3,14.6242,3860,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.998470057482598
3718,3718,3718,2024-04-19,2DJX,C,2024-06-21,393.31,3.5579,643,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3719,3719,3719,2024-04-19,2DJX,P,2024-06-21,393.31,14.6308,643,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,4.9990274710360145
3720,3720,3720,2024-04-19,2DJX,C,2024-06-21,395.13,2.9903,512,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,0.0
3721,3721,3721,2024-04-19,2DJX,P,2024-06-21,395.13,15.8664,512,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,63,5.0
3722,3722,3722,2024-04-19,2DJX,P,2024-08-16,360.0,4.6792,400,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,119,3.0043700832137135
3723,3723,3723,2024-04-19,2DJX,C,2024-09-20,363.89,28.0552,4245,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,154,0.0
3724,3724,3724,2024-04-19,2DJX,P,2024-09-20,363.89,6.5049,4245,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,154,2.7308068619678
3725,3725,3725,2024-04-19,2DJX,C,2024-10-18,400.01,8.5549,1000,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,182,0.0
3726,3726,3726,2024-04-19,2DJX,C,2024-11-15,400.01,10.2973,2000,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,210,0.0
3727,3727,3727,2024-04-19,2DJX,C,2024-12-20,240.47,144.7228,1173,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3728,3728,3728,2024-04-19,2DJX,P,2024-12-20,240.47,0.7527,1173,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9484732315494697
3729,3729,3729,2024-04-19,2DJX,C,2024-12-20,251.15,134.5998,940,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3730,3730,3730,2024-04-19,2DJX,P,2024-12-20,251.15,0.9412,940,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9651151008034817
3731,3731,3731,2024-04-19,2DJX,C,2024-12-20,261.01,125.2822,910,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3732,3732,3732,2024-04-19,2DJX,P,2024-12-20,261.01,1.1434,910,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9801202691098168
3733,3733,3733,2024-04-19,2DJX,C,2024-12-20,262.81,123.5871,360,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3734,3734,3734,2024-04-19,2DJX,P,2024-12-20,262.81,1.1863,360,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9832440191101022
3735,3735,3735,2024-04-19,2DJX,C,2024-12-20,264.12,122.3542,1700,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3736,3736,3736,2024-04-19,2DJX,P,2024-12-20,264.12,1.2181,1700,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9854894128077765
3737,3737,3737,2024-04-19,2DJX,C,2024-12-20,265.31,121.2342,1614,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3738,3738,3738,2024-04-19,2DJX,P,2024-12-20,265.31,1.2471,1614,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9874655884685226
3739,3739,3739,2024-04-19,2DJX,C,2024-12-20,265.89,120.6883,893,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3740,3740,3740,2024-04-19,2DJX,P,2024-12-20,265.89,1.2612,893,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9883974491814655
3741,3741,3741,2024-04-19,2DJX,C,2024-12-20,266.52,120.0955,579,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3742,3742,3742,2024-04-19,2DJX,P,2024-12-20,266.52,1.2766,579,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9894022235593851
3743,3743,3743,2024-04-19,2DJX,C,2024-12-20,268.0,118.7028,1062,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3744,3744,3744,2024-04-19,2DJX,P,2024-12-20,268.0,1.3129,1062,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9917027964166336
3745,3745,3745,2024-04-19,2DJX,C,2024-12-20,270.26,116.5783,1100,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3746,3746,3746,2024-04-19,2DJX,P,2024-12-20,270.26,1.3705,1100,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9952998909027517
3747,3747,3747,2024-04-19,2DJX,C,2024-12-20,270.91,115.9685,2113,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3748,3748,3748,2024-04-19,2DJX,P,2024-12-20,270.91,1.3882,2113,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9964345109052655
3749,3749,3749,2024-04-19,2DJX,C,2024-12-20,271.05,115.8372,1233,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3750,3750,3750,2024-04-19,2DJX,P,2024-12-20,271.05,1.3921,1233,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9966871715539356
3751,3751,3751,2024-04-19,2DJX,C,2024-12-20,271.08,115.8091,528,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3752,3752,3752,2024-04-19,2DJX,P,2024-12-20,271.08,1.3929,528,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.99673660604131
3753,3753,3753,2024-04-19,2DJX,C,2024-12-20,271.75,115.1808,1078,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3754,3754,3754,2024-04-19,2DJX,P,2024-12-20,271.75,1.4116,1078,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,1.9979343999211583
3755,3755,3755,2024-04-19,2DJX,C,2024-12-20,273.52,113.5219,715,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3756,3756,3756,2024-04-19,2DJX,P,2024-12-20,273.52,1.4616,715,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0010576486025067
3757,3757,3757,2024-04-19,2DJX,C,2024-12-20,276.52,110.7103,1721,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3758,3758,3758,2024-04-19,2DJX,P,2024-12-20,276.52,1.5465,1721,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0060051490038733
3759,3759,3759,2024-04-19,2DJX,C,2024-12-20,280.54,106.9432,1738,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3760,3760,3760,2024-04-19,2DJX,P,2024-12-20,280.54,1.6607,1738,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0120337287133863
3761,3761,3761,2024-04-19,2DJX,C,2024-12-20,287.31,100.6179,1334,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3762,3762,3762,2024-04-19,2DJX,P,2024-12-20,287.31,1.8719,1334,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0226409558259686
3763,3763,3763,2024-04-19,2DJX,C,2024-12-20,288.67,99.3564,678,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3764,3764,3764,2024-04-19,2DJX,P,2024-12-20,288.67,1.9234,678,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.02543353066024
3765,3765,3765,2024-04-19,2DJX,C,2024-12-20,291.0,97.198,1322,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3766,3766,3766,2024-04-19,2DJX,P,2024-12-20,291.0,2.0146,1322,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.030259362190846
3767,3767,3767,2024-04-19,2DJX,P,2024-12-20,301.0,2.4427,950,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0508335941970457
3768,3768,3768,2024-04-19,2DJX,C,2024-12-20,309.84,79.8984,3408,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3769,3769,3769,2024-04-19,2DJX,P,2024-12-20,309.84,2.9051,3408,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.0710781504687747
3770,3770,3770,2024-04-19,2DJX,C,2024-12-20,326.81,64.7415,3080,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3771,3771,3771,2024-04-19,2DJX,P,2024-12-20,326.81,4.1328,3080,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1184807926582097
3772,3772,3772,2024-04-19,2DJX,P,2024-12-20,330.01,4.426,900,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1286197567369127
3773,3773,3773,2024-04-19,2DJX,C,2024-12-20,330.67,61.3711,885,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3774,3774,3774,2024-04-19,2DJX,P,2024-12-20,330.67,4.4891,885,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.130747533650925
3775,3775,3775,2024-04-19,2DJX,C,2024-12-20,333.87,58.5999,729,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3776,3776,3776,2024-04-19,2DJX,P,2024-12-20,333.87,4.8076,729,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.141202871884887
3777,3777,3777,2024-04-19,2DJX,C,2024-12-20,336.28,56.5201,868,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3778,3778,3778,2024-04-19,2DJX,P,2024-12-20,336.28,5.0547,868,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.148901904488084
3779,3779,3779,2024-04-19,2DJX,C,2024-12-20,336.4,56.4166,2032,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3780,3780,3780,2024-04-19,2DJX,P,2024-12-20,336.4,5.067,2032,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1492737790448726
3781,3781,3781,2024-04-19,2DJX,C,2024-12-20,338.52,54.5921,1010,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3782,3782,3782,2024-04-19,2DJX,P,2024-12-20,338.52,5.2893,1010,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.155900696060657
3783,3783,3783,2024-04-19,2DJX,C,2024-12-20,338.66,54.4719,575,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3784,3784,3784,2024-04-19,2DJX,P,2024-12-20,338.66,5.3043,575,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1563413158176545
3785,3785,3785,2024-04-19,2DJX,C,2024-12-20,341.46,52.1107,2306,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3786,3786,3786,2024-04-19,2DJX,P,2024-12-20,341.46,5.6465,2306,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1666700751010466
3787,3787,3787,2024-04-19,2DJX,C,2024-12-20,344.66,49.4728,733,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3788,3788,3788,2024-04-19,2DJX,P,2024-12-20,344.66,6.0983,733,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.18012372346935
3789,3789,3789,2024-04-19,2DJX,C,2024-12-20,345.61,48.6909,1824,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3790,3790,3790,2024-04-19,2DJX,P,2024-12-20,345.61,6.2336,1824,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1839648240887217
3791,3791,3791,2024-04-19,2DJX,C,2024-12-20,346.52,47.942,1499,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3792,3792,3792,2024-04-19,2DJX,P,2024-12-20,346.52,6.3632,1499,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1875630857195993
3793,3793,3793,2024-04-19,2DJX,C,2024-12-20,347.16,47.4152,1512,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3794,3794,3794,2024-04-19,2DJX,P,2024-12-20,347.16,6.4544,1512,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1900496217482472
3795,3795,3795,2024-04-19,2DJX,C,2024-12-20,347.61,47.0453,1537,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,0.0
3796,3796,3796,2024-04-19,2DJX,P,2024-12-20,347.61,6.519,1537,37801.980469,38102.570313,37781.609375,37986.398438,37986.398438,420460000,245,2.1917940250869417
